"split","rel_path","abs_path","label","class_name","exists","is_reverse","base_id"
"train","train/purchase/021F8OZ8zQ.mp4","/path/to/RetailCabinet-4/videos/train/purchase/021F8OZ8zQ.mp4","2","purchase","1","0","021F8OZ8zQ"
"train","train/purchase/02Ci0eqO8r.mp4","/path/to/RetailCabinet-4/videos/train/purchase/02Ci0eqO8r.mp4","2","purchase","1","0","02Ci0eqO8r"
"train","train/purchase/055780jvnY.mp4","/path/to/RetailCabinet-4/videos/train/purchase/055780jvnY.mp4","2","purchase","1","0","055780jvnY"
"train","train/purchase/07737KS4N44-a50_120__from_open_post_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/07737KS4N44-a50_120__from_open_post_rev.mp4","2","purchase","1","0","07737KS4N44-a50_120__from_open_post_rev"
"train","train/purchase/07737KS4N44-a50_120__from_open_pre.mp4","/path/to/RetailCabinet-4/videos/train/purchase/07737KS4N44-a50_120__from_open_pre.mp4","2","purchase","1","0","07737KS4N44-a50_120__from_open_pre"
"train","train/purchase/07788T9Ng34.mp4","/path/to/RetailCabinet-4/videos/train/purchase/07788T9Ng34.mp4","2","purchase","1","0","07788T9Ng34"
"train","train/purchase/092hjFQz33.mp4","/path/to/RetailCabinet-4/videos/train/purchase/092hjFQz33.mp4","2","purchase","1","0","092hjFQz33"
"train","train/purchase/093w91xk9k4-a0_83__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/093w91xk9k4-a0_83__from_putback_inside.mp4","2","purchase","1","0","093w91xk9k4-a0_83__from_putback_inside"
"train","train/purchase/09H04wybl67-a0_52__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/09H04wybl67-a0_52__from_putback_inside.mp4","2","purchase","1","0","09H04wybl67-a0_52__from_putback_inside"
"train","train/purchase/0a508E6fO7-a54_122__from_open_post_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0a508E6fO7-a54_122__from_open_post_rev.mp4","2","purchase","1","0","0a508E6fO7-a54_122__from_open_post_rev"
"train","train/purchase/0a508E6fO7-a54_122__from_open_pre.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0a508E6fO7-a54_122__from_open_pre.mp4","2","purchase","1","0","0a508E6fO7-a54_122__from_open_pre"
"train","train/purchase/0Bmm8Z5ICk.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0Bmm8Z5ICk.mp4","2","purchase","1","0","0Bmm8Z5ICk"
"train","train/purchase/0C0S53a6Y9r-b0_71__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0C0S53a6Y9r-b0_71__from_putback_inside.mp4","2","purchase","1","0","0C0S53a6Y9r-b0_71__from_putback_inside"
"train","train/purchase/0chH8b8257M.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0chH8b8257M.mp4","2","purchase","1","0","0chH8b8257M"
"train","train/purchase/0K7H286BL1h-b37_88__from_open_post_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0K7H286BL1h-b37_88__from_open_post_rev.mp4","2","purchase","1","0","0K7H286BL1h-b37_88__from_open_post_rev"
"train","train/purchase/0K7H286BL1h-b37_88__from_open_pre.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0K7H286BL1h-b37_88__from_open_pre.mp4","2","purchase","1","0","0K7H286BL1h-b37_88__from_open_pre"
"train","train/purchase/0MW46Nd84I-a0_67__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0MW46Nd84I-a0_67__from_putback_inside.mp4","2","purchase","1","0","0MW46Nd84I-a0_67__from_putback_inside"
"train","train/purchase/0n57Q3Tm8Xx.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0n57Q3Tm8Xx.mp4","2","purchase","1","0","0n57Q3Tm8Xx"
"train","train/purchase/0Pt21Ox6K6-a52_67-b68_154__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0Pt21Ox6K6-a52_67-b68_154__from_drink_post_b_rev.mp4","2","purchase","1","0","0Pt21Ox6K6-a52_67-b68_154__from_drink_post_b_rev"
"train","train/purchase/0Pt21Ox6K6-a52_67-b68_154__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0Pt21Ox6K6-a52_67-b68_154__from_drink_pre_a.mp4","2","purchase","1","0","0Pt21Ox6K6-a52_67-b68_154__from_drink_pre_a"
"train","train/purchase/0r67iR90eh0-a60_104-b105_219__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0r67iR90eh0-a60_104-b105_219__from_drink_post_b_rev.mp4","2","purchase","1","0","0r67iR90eh0-a60_104-b105_219__from_drink_post_b_rev"
"train","train/purchase/0r67iR90eh0-a60_104-b105_219__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0r67iR90eh0-a60_104-b105_219__from_drink_pre_a.mp4","2","purchase","1","0","0r67iR90eh0-a60_104-b105_219__from_drink_pre_a"
"train","train/purchase/0SpKllfX24I-b0_69__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0SpKllfX24I-b0_69__from_putback_inside.mp4","2","purchase","1","0","0SpKllfX24I-b0_69__from_putback_inside"
"train","train/purchase/0Ub6dDE89n4-b0_86__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0Ub6dDE89n4-b0_86__from_putback_inside.mp4","2","purchase","1","0","0Ub6dDE89n4-b0_86__from_putback_inside"
"train","train/purchase/0uOZ5500u2-a58_68-b69_153__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0uOZ5500u2-a58_68-b69_153__from_drink_post_b_rev.mp4","2","purchase","1","0","0uOZ5500u2-a58_68-b69_153__from_drink_post_b_rev"
"train","train/purchase/0uOZ5500u2-a58_68-b69_153__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0uOZ5500u2-a58_68-b69_153__from_drink_pre_a.mp4","2","purchase","1","0","0uOZ5500u2-a58_68-b69_153__from_drink_pre_a"
"train","train/purchase/0v52Xs5C41-a0_88__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0v52Xs5C41-a0_88__from_putback_inside.mp4","2","purchase","1","0","0v52Xs5C41-a0_88__from_putback_inside"
"train","train/purchase/0V5C1665QG-b0_90__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0V5C1665QG-b0_90__from_putback_inside.mp4","2","purchase","1","0","0V5C1665QG-b0_90__from_putback_inside"
"train","train/purchase/0X6XA05cW4q-a58_82-b83_205__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0X6XA05cW4q-a58_82-b83_205__from_drink_post_b_rev.mp4","2","purchase","1","0","0X6XA05cW4q-a58_82-b83_205__from_drink_post_b_rev"
"train","train/purchase/0X6XA05cW4q-a58_82-b83_205__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0X6XA05cW4q-a58_82-b83_205__from_drink_pre_a.mp4","2","purchase","1","0","0X6XA05cW4q-a58_82-b83_205__from_drink_pre_a"
"train","train/purchase/0Ygri0xVrt.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0Ygri0xVrt.mp4","2","purchase","1","0","0Ygri0xVrt"
"train","train/purchase/0yX83U03W15-a0_61__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/0yX83U03W15-a0_61__from_putback_inside.mp4","2","purchase","1","0","0yX83U03W15-a0_61__from_putback_inside"
"train","train/purchase/105607U76h7.mp4","/path/to/RetailCabinet-4/videos/train/purchase/105607U76h7.mp4","2","purchase","1","0","105607U76h7"
"train","train/purchase/1163HmDD0g-a53_75-b76_166__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1163HmDD0g-a53_75-b76_166__from_drink_post_b_rev.mp4","2","purchase","1","0","1163HmDD0g-a53_75-b76_166__from_drink_post_b_rev"
"train","train/purchase/1163HmDD0g-a53_75-b76_166__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1163HmDD0g-a53_75-b76_166__from_drink_pre_a.mp4","2","purchase","1","0","1163HmDD0g-a53_75-b76_166__from_drink_pre_a"
"train","train/purchase/120m7lY8SOG.mp4","/path/to/RetailCabinet-4/videos/train/purchase/120m7lY8SOG.mp4","2","purchase","1","0","120m7lY8SOG"
"train","train/purchase/1261txm7O0.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1261txm7O0.mp4","2","purchase","1","0","1261txm7O0"
"train","train/purchase/169r49YZ4d4-a81_103-b104_218__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/169r49YZ4d4-a81_103-b104_218__from_drink_post_b_rev.mp4","2","purchase","1","0","169r49YZ4d4-a81_103-b104_218__from_drink_post_b_rev"
"train","train/purchase/169r49YZ4d4-a81_103-b104_218__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/169r49YZ4d4-a81_103-b104_218__from_drink_pre_a.mp4","2","purchase","1","0","169r49YZ4d4-a81_103-b104_218__from_drink_pre_a"
"train","train/purchase/16K53827C3-a47_64-b65_151__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/16K53827C3-a47_64-b65_151__from_drink_post_b_rev.mp4","2","purchase","1","0","16K53827C3-a47_64-b65_151__from_drink_post_b_rev"
"train","train/purchase/16K53827C3-a47_64-b65_151__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/16K53827C3-a47_64-b65_151__from_drink_pre_a.mp4","2","purchase","1","0","16K53827C3-a47_64-b65_151__from_drink_pre_a"
"train","train/purchase/1731ao54x4.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1731ao54x4.mp4","2","purchase","1","0","1731ao54x4"
"train","train/purchase/17I59VF5872.mp4","/path/to/RetailCabinet-4/videos/train/purchase/17I59VF5872.mp4","2","purchase","1","0","17I59VF5872"
"train","train/purchase/18Z7y60667-a0_71__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/18Z7y60667-a0_71__from_putback_inside.mp4","2","purchase","1","0","18Z7y60667-a0_71__from_putback_inside"
"train","train/purchase/19xG0Ww586-a54_90-b91_203__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/19xG0Ww586-a54_90-b91_203__from_drink_post_b_rev.mp4","2","purchase","1","0","19xG0Ww586-a54_90-b91_203__from_drink_post_b_rev"
"train","train/purchase/19xG0Ww586-a54_90-b91_203__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/19xG0Ww586-a54_90-b91_203__from_drink_pre_a.mp4","2","purchase","1","0","19xG0Ww586-a54_90-b91_203__from_drink_pre_a"
"train","train/purchase/1bh2Up6ixM-a62_82-b83_181__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1bh2Up6ixM-a62_82-b83_181__from_drink_post_b_rev.mp4","2","purchase","1","0","1bh2Up6ixM-a62_82-b83_181__from_drink_post_b_rev"
"train","train/purchase/1bh2Up6ixM-a62_82-b83_181__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1bh2Up6ixM-a62_82-b83_181__from_drink_pre_a.mp4","2","purchase","1","0","1bh2Up6ixM-a62_82-b83_181__from_drink_pre_a"
"train","train/purchase/1eh7CZ4I316-a74_135-b136_304__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1eh7CZ4I316-a74_135-b136_304__from_drink_post_b_rev.mp4","2","purchase","1","0","1eh7CZ4I316-a74_135-b136_304__from_drink_post_b_rev"
"train","train/purchase/1eh7CZ4I316-a74_135-b136_304__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1eh7CZ4I316-a74_135-b136_304__from_drink_pre_a.mp4","2","purchase","1","0","1eh7CZ4I316-a74_135-b136_304__from_drink_pre_a"
"train","train/purchase/1fcO786A8a-b0_71__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1fcO786A8a-b0_71__from_putback_inside.mp4","2","purchase","1","0","1fcO786A8a-b0_71__from_putback_inside"
"train","train/purchase/1Fthq9hpR8.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1Fthq9hpR8.mp4","2","purchase","1","0","1Fthq9hpR8"
"train","train/purchase/1kkd4243150.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1kkd4243150.mp4","2","purchase","1","0","1kkd4243150"
"train","train/purchase/1L76j2j0Y7G-b0_69__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1L76j2j0Y7G-b0_69__from_putback_inside.mp4","2","purchase","1","0","1L76j2j0Y7G-b0_69__from_putback_inside"
"train","train/purchase/1mRIvEG7d4.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1mRIvEG7d4.mp4","2","purchase","1","0","1mRIvEG7d4"
"train","train/purchase/1O86WJ0rNJ-a0_58__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1O86WJ0rNJ-a0_58__from_putback_inside.mp4","2","purchase","1","0","1O86WJ0rNJ-a0_58__from_putback_inside"
"train","train/purchase/1Plr13q9Sv.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1Plr13q9Sv.mp4","2","purchase","1","0","1Plr13q9Sv"
"train","train/purchase/1R9s083I55.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1R9s083I55.mp4","2","purchase","1","0","1R9s083I55"
"train","train/purchase/1rN3d722C9.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1rN3d722C9.mp4","2","purchase","1","0","1rN3d722C9"
"train","train/purchase/1t414c63m9.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1t414c63m9.mp4","2","purchase","1","0","1t414c63m9"
"train","train/purchase/1vqc7l2709g-a59_120__from_open_post_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1vqc7l2709g-a59_120__from_open_post_rev.mp4","2","purchase","1","0","1vqc7l2709g-a59_120__from_open_post_rev"
"train","train/purchase/1vqc7l2709g-a59_120__from_open_pre.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1vqc7l2709g-a59_120__from_open_pre.mp4","2","purchase","1","0","1vqc7l2709g-a59_120__from_open_pre"
"train","train/purchase/1x86z92P9M.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1x86z92P9M.mp4","2","purchase","1","0","1x86z92P9M"
"train","train/purchase/1y780xw3i8-a0_67__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/1y780xw3i8-a0_67__from_putback_inside.mp4","2","purchase","1","0","1y780xw3i8-a0_67__from_putback_inside"
"train","train/purchase/210Go9WcvO-a0_76__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/210Go9WcvO-a0_76__from_putback_inside.mp4","2","purchase","1","0","210Go9WcvO-a0_76__from_putback_inside"
"train","train/purchase/215mV1G86F.mp4","/path/to/RetailCabinet-4/videos/train/purchase/215mV1G86F.mp4","2","purchase","1","0","215mV1G86F"
"train","train/purchase/24E69ZKw7OR-a54_77-b78_176__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/24E69ZKw7OR-a54_77-b78_176__from_drink_post_b_rev.mp4","2","purchase","1","0","24E69ZKw7OR-a54_77-b78_176__from_drink_post_b_rev"
"train","train/purchase/24E69ZKw7OR-a54_77-b78_176__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/24E69ZKw7OR-a54_77-b78_176__from_drink_pre_a.mp4","2","purchase","1","0","24E69ZKw7OR-a54_77-b78_176__from_drink_pre_a"
"train","train/purchase/263v8P5zPFT-b0_72__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/263v8P5zPFT-b0_72__from_putback_inside.mp4","2","purchase","1","0","263v8P5zPFT-b0_72__from_putback_inside"
"train","train/purchase/26I0k95GZO.mp4","/path/to/RetailCabinet-4/videos/train/purchase/26I0k95GZO.mp4","2","purchase","1","0","26I0k95GZO"
"train","train/purchase/27g2722Ic8P.mp4","/path/to/RetailCabinet-4/videos/train/purchase/27g2722Ic8P.mp4","2","purchase","1","0","27g2722Ic8P"
"train","train/purchase/27qbNei1u3O.mp4","/path/to/RetailCabinet-4/videos/train/purchase/27qbNei1u3O.mp4","2","purchase","1","0","27qbNei1u3O"
"train","train/purchase/283xnZ2RzIH-a0_60__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/283xnZ2RzIH-a0_60__from_putback_inside.mp4","2","purchase","1","0","283xnZ2RzIH-a0_60__from_putback_inside"
"train","train/purchase/29ks9Qr79AM.mp4","/path/to/RetailCabinet-4/videos/train/purchase/29ks9Qr79AM.mp4","2","purchase","1","0","29ks9Qr79AM"
"train","train/purchase/29LG3R25ZJ-b0_53__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/29LG3R25ZJ-b0_53__from_putback_inside.mp4","2","purchase","1","0","29LG3R25ZJ-b0_53__from_putback_inside"
"train","train/purchase/2G515bvQ697-a55_69-b70_166__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/2G515bvQ697-a55_69-b70_166__from_drink_post_b_rev.mp4","2","purchase","1","0","2G515bvQ697-a55_69-b70_166__from_drink_post_b_rev"
"train","train/purchase/2G515bvQ697-a55_69-b70_166__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/2G515bvQ697-a55_69-b70_166__from_drink_pre_a.mp4","2","purchase","1","0","2G515bvQ697-a55_69-b70_166__from_drink_pre_a"
"train","train/purchase/2g7tu6Oq60-a0_61__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/2g7tu6Oq60-a0_61__from_putback_inside.mp4","2","purchase","1","0","2g7tu6Oq60-a0_61__from_putback_inside"
"train","train/purchase/2j3176u1U5.mp4","/path/to/RetailCabinet-4/videos/train/purchase/2j3176u1U5.mp4","2","purchase","1","0","2j3176u1U5"
"train","train/purchase/2j32n268cr3-b0_76__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/2j32n268cr3-b0_76__from_putback_inside.mp4","2","purchase","1","0","2j32n268cr3-b0_76__from_putback_inside"
"train","train/purchase/2M89XWN9M59-a0_80__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/2M89XWN9M59-a0_80__from_putback_inside.mp4","2","purchase","1","0","2M89XWN9M59-a0_80__from_putback_inside"
"train","train/purchase/2nO06t45X2-b0_88__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/2nO06t45X2-b0_88__from_putback_inside.mp4","2","purchase","1","0","2nO06t45X2-b0_88__from_putback_inside"
"train","train/purchase/2PG189774Y-a54_78-b79_187__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/2PG189774Y-a54_78-b79_187__from_drink_post_b_rev.mp4","2","purchase","1","0","2PG189774Y-a54_78-b79_187__from_drink_post_b_rev"
"train","train/purchase/2PG189774Y-a54_78-b79_187__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/2PG189774Y-a54_78-b79_187__from_drink_pre_a.mp4","2","purchase","1","0","2PG189774Y-a54_78-b79_187__from_drink_pre_a"
"train","train/purchase/2Yw3v9s963.mp4","/path/to/RetailCabinet-4/videos/train/purchase/2Yw3v9s963.mp4","2","purchase","1","0","2Yw3v9s963"
"train","train/purchase/31h1V3n27l.mp4","/path/to/RetailCabinet-4/videos/train/purchase/31h1V3n27l.mp4","2","purchase","1","0","31h1V3n27l"
"train","train/purchase/32667O401H.mp4","/path/to/RetailCabinet-4/videos/train/purchase/32667O401H.mp4","2","purchase","1","0","32667O401H"
"train","train/purchase/329eIl9l6jy-b0_70__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/329eIl9l6jy-b0_70__from_putback_inside.mp4","2","purchase","1","0","329eIl9l6jy-b0_70__from_putback_inside"
"train","train/purchase/32Leb8b2Xu3.mp4","/path/to/RetailCabinet-4/videos/train/purchase/32Leb8b2Xu3.mp4","2","purchase","1","0","32Leb8b2Xu3"
"train","train/purchase/32LZ81136AI.mp4","/path/to/RetailCabinet-4/videos/train/purchase/32LZ81136AI.mp4","2","purchase","1","0","32LZ81136AI"
"train","train/purchase/32t204N9FOb-a43_95__from_open_post_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/32t204N9FOb-a43_95__from_open_post_rev.mp4","2","purchase","1","0","32t204N9FOb-a43_95__from_open_post_rev"
"train","train/purchase/32t204N9FOb-a43_95__from_open_pre.mp4","/path/to/RetailCabinet-4/videos/train/purchase/32t204N9FOb-a43_95__from_open_pre.mp4","2","purchase","1","0","32t204N9FOb-a43_95__from_open_pre"
"train","train/purchase/3465Wnqh19-a60_107__from_open_post_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3465Wnqh19-a60_107__from_open_post_rev.mp4","2","purchase","1","0","3465Wnqh19-a60_107__from_open_post_rev"
"train","train/purchase/3465Wnqh19-a60_107__from_open_pre.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3465Wnqh19-a60_107__from_open_pre.mp4","2","purchase","1","0","3465Wnqh19-a60_107__from_open_pre"
"train","train/purchase/35Z9Adn6SU3-b46_103__from_open_post_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/35Z9Adn6SU3-b46_103__from_open_post_rev.mp4","2","purchase","1","0","35Z9Adn6SU3-b46_103__from_open_post_rev"
"train","train/purchase/35Z9Adn6SU3-b46_103__from_open_pre.mp4","/path/to/RetailCabinet-4/videos/train/purchase/35Z9Adn6SU3-b46_103__from_open_pre.mp4","2","purchase","1","0","35Z9Adn6SU3-b46_103__from_open_pre"
"train","train/purchase/360DiBgg4IW-a46_109__from_open_post_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/360DiBgg4IW-a46_109__from_open_post_rev.mp4","2","purchase","1","0","360DiBgg4IW-a46_109__from_open_post_rev"
"train","train/purchase/360DiBgg4IW-a46_109__from_open_pre.mp4","/path/to/RetailCabinet-4/videos/train/purchase/360DiBgg4IW-a46_109__from_open_pre.mp4","2","purchase","1","0","360DiBgg4IW-a46_109__from_open_pre"
"train","train/purchase/3646L29050w-a50_70-b71_167__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3646L29050w-a50_70-b71_167__from_drink_post_b_rev.mp4","2","purchase","1","0","3646L29050w-a50_70-b71_167__from_drink_post_b_rev"
"train","train/purchase/3646L29050w-a50_70-b71_167__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3646L29050w-a50_70-b71_167__from_drink_pre_a.mp4","2","purchase","1","0","3646L29050w-a50_70-b71_167__from_drink_pre_a"
"train","train/purchase/36s3Kj77IgJ-a53_84-b85_173__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/36s3Kj77IgJ-a53_84-b85_173__from_drink_post_b_rev.mp4","2","purchase","1","0","36s3Kj77IgJ-a53_84-b85_173__from_drink_post_b_rev"
"train","train/purchase/36s3Kj77IgJ-a53_84-b85_173__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/36s3Kj77IgJ-a53_84-b85_173__from_drink_pre_a.mp4","2","purchase","1","0","36s3Kj77IgJ-a53_84-b85_173__from_drink_pre_a"
"train","train/purchase/37616W521vs-a0_83__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/37616W521vs-a0_83__from_putback_inside.mp4","2","purchase","1","0","37616W521vs-a0_83__from_putback_inside"
"train","train/purchase/37KUh279s56-a51_65-b66_154__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/37KUh279s56-a51_65-b66_154__from_drink_post_b_rev.mp4","2","purchase","1","0","37KUh279s56-a51_65-b66_154__from_drink_post_b_rev"
"train","train/purchase/37KUh279s56-a51_65-b66_154__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/37KUh279s56-a51_65-b66_154__from_drink_pre_a.mp4","2","purchase","1","0","37KUh279s56-a51_65-b66_154__from_drink_pre_a"
"train","train/purchase/37l5g3538K-b0_69__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/37l5g3538K-b0_69__from_putback_inside.mp4","2","purchase","1","0","37l5g3538K-b0_69__from_putback_inside"
"train","train/purchase/385GP0388g.mp4","/path/to/RetailCabinet-4/videos/train/purchase/385GP0388g.mp4","2","purchase","1","0","385GP0388g"
"train","train/purchase/393w0370kS-a59_117__from_open_post_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/393w0370kS-a59_117__from_open_post_rev.mp4","2","purchase","1","0","393w0370kS-a59_117__from_open_post_rev"
"train","train/purchase/393w0370kS-a59_117__from_open_pre.mp4","/path/to/RetailCabinet-4/videos/train/purchase/393w0370kS-a59_117__from_open_pre.mp4","2","purchase","1","0","393w0370kS-a59_117__from_open_pre"
"train","train/purchase/3D14YDU64E.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3D14YDU64E.mp4","2","purchase","1","0","3D14YDU64E"
"train","train/purchase/3fWa825Y030.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3fWa825Y030.mp4","2","purchase","1","0","3fWa825Y030"
"train","train/purchase/3gh23LmP358-a52_70-b71_153__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3gh23LmP358-a52_70-b71_153__from_drink_post_b_rev.mp4","2","purchase","1","0","3gh23LmP358-a52_70-b71_153__from_drink_post_b_rev"
"train","train/purchase/3gh23LmP358-a52_70-b71_153__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3gh23LmP358-a52_70-b71_153__from_drink_pre_a.mp4","2","purchase","1","0","3gh23LmP358-a52_70-b71_153__from_drink_pre_a"
"train","train/purchase/3gP26sR6o55-b0_84__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3gP26sR6o55-b0_84__from_putback_inside.mp4","2","purchase","1","0","3gP26sR6o55-b0_84__from_putback_inside"
"train","train/purchase/3gS2qKe0943-a41_108__from_open_post_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3gS2qKe0943-a41_108__from_open_post_rev.mp4","2","purchase","1","0","3gS2qKe0943-a41_108__from_open_post_rev"
"train","train/purchase/3gS2qKe0943-a41_108__from_open_pre.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3gS2qKe0943-a41_108__from_open_pre.mp4","2","purchase","1","0","3gS2qKe0943-a41_108__from_open_pre"
"train","train/purchase/3Ll30xU365-a0_58__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3Ll30xU365-a0_58__from_putback_inside.mp4","2","purchase","1","0","3Ll30xU365-a0_58__from_putback_inside"
"train","train/purchase/3n812f5WYR-a0_71__from_putback_inside.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3n812f5WYR-a0_71__from_putback_inside.mp4","2","purchase","1","0","3n812f5WYR-a0_71__from_putback_inside"
"train","train/purchase/3o79it9fkT-a52_77-b78_159__from_drink_post_b_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3o79it9fkT-a52_77-b78_159__from_drink_post_b_rev.mp4","2","purchase","1","0","3o79it9fkT-a52_77-b78_159__from_drink_post_b_rev"
"train","train/purchase/3o79it9fkT-a52_77-b78_159__from_drink_pre_a.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3o79it9fkT-a52_77-b78_159__from_drink_pre_a.mp4","2","purchase","1","0","3o79it9fkT-a52_77-b78_159__from_drink_pre_a"
"train","train/purchase/3QL93744mO7-a44_101__from_open_post_rev.mp4","/path/to/RetailCabinet-4/videos/train/purchase/3QL93744mO7-a44_101__from_open_post_rev.mp4","2","purchase","1","0","3QL93744mO7-a44_101__from_open_post_rev"
